id,group,abbr,url,criterion,act_rule,rule_name,element_n,selector_or_description,applicable,outcome,measured_value,programmatic_context,evaluator_code,date,capture,notes,dialog_state
95,ecuador,USECIPOL,https://usecipol.edu.ec/,1.4.3,afw4f7,Text has minimum contrast,1,div.mx-auto > nav.hidden > div.group > button.relative,no,,,,R02,2026-09-08,,"No es un caracter visible: la regla no aplica. Texto oculto visualmente, de tamano cero o desplazado fuera de pantalla.",sin CMP detectada
95,ecuador,USECIPOL,https://usecipol.edu.ec/,1.4.3,afw4f7,Text has minimum contrast,2,div.invisible > ul.py-3 > li.group/item > a.relative,no,,,,R02,2026-09-08,,"No es un caracter visible: la regla no aplica. Texto oculto visualmente, de tamano cero o desplazado fuera de pantalla.",sin CMP detectada
95,ecuador,USECIPOL,https://usecipol.edu.ec/,1.4.3,afw4f7,Text has minimum contrast,3,div.invisible > ul.py-3 > li.group/item > a.relative,no,,,,R02,2026-09-08,,"No es un caracter visible: la regla no aplica. Texto oculto visualmente, de tamano cero o desplazado fuera de pantalla.",sin CMP detectada
95,ecuador,USECIPOL,https://usecipol.edu.ec/,1.4.3,afw4f7,Text has minimum contrast,4,div.invisible > ul.py-3 > li.group/item > a.relative,no,,,,R02,2026-09-08,,"No es un caracter visible: la regla no aplica. Texto oculto visualmente, de tamano cero o desplazado fuera de pantalla.",sin CMP detectada
95,ecuador,USECIPOL,https://usecipol.edu.ec/,1.4.3,afw4f7,Text has minimum contrast,5,div.invisible > ul.py-3 > li.group/item > a.relative,no,,,,R02,2026-09-08,,"No es un caracter visible: la regla no aplica. Texto oculto visualmente, de tamano cero o desplazado fuera de pantalla.",sin CMP detectada
95,ecuador,USECIPOL,https://usecipol.edu.ec/,1.4.3,afw4f7,Text has minimum contrast,6,div.invisible > ul.py-3 > li.group/item > a.relative,no,,,,R02,2026-09-08,,"No es un caracter visible: la regla no aplica. Texto oculto visualmente, de tamano cero o desplazado fuera de pantalla.",sin CMP detectada
95,ecuador,USECIPOL,https://usecipol.edu.ec/,1.4.3,afw4f7,Text has minimum contrast,7,div.mx-auto > nav.hidden > div.group > button.relative,no,,,,R02,2026-09-08,,"No es un caracter visible: la regla no aplica. Texto oculto visualmente, de tamano cero o desplazado fuera de pantalla.",sin CMP detectada
95,ecuador,USECIPOL,https://usecipol.edu.ec/,1.4.3,afw4f7,Text has minimum contrast,8,div.invisible > ul.py-3 > li.group/item > a.relative,no,,,,R02,2026-09-08,,"No es un caracter visible: la regla no aplica. Texto oculto visualmente, de tamano cero o desplazado fuera de pantalla.",sin CMP detectada
95,ecuador,USECIPOL,https://usecipol.edu.ec/,1.4.3,afw4f7,Text has minimum contrast,9,div.invisible > ul.py-3 > li.group/item > a.relative,no,,,,R02,2026-09-08,,"No es un caracter visible: la regla no aplica. Texto oculto visualmente, de tamano cero o desplazado fuera de pantalla.",sin CMP detectada
95,ecuador,USECIPOL,https://usecipol.edu.ec/,1.4.3,afw4f7,Text has minimum contrast,10,div.invisible > ul.py-3 > li.group/item > a.relative,no,,,,R02,2026-09-08,,"No es un caracter visible: la regla no aplica. Texto oculto visualmente, de tamano cero o desplazado fuera de pantalla.",sin CMP detectada
95,ecuador,USECIPOL,https://usecipol.edu.ec/,1.4.3,afw4f7,Text has minimum contrast,11,div.invisible > ul.py-3 > li.group/item > a.relative,no,,,,R02,2026-09-08,,"No es un caracter visible: la regla no aplica. Texto oculto visualmente, de tamano cero o desplazado fuera de pantalla.",sin CMP detectada
95,ecuador,USECIPOL,https://usecipol.edu.ec/,1.4.3,afw4f7,Text has minimum contrast,12,div.mx-auto > nav.hidden > div.group > button.relative,no,,,,R02,2026-09-08,,"No es un caracter visible: la regla no aplica. Texto oculto visualmente, de tamano cero o desplazado fuera de pantalla.",sin CMP detectada
95,ecuador,USECIPOL,https://usecipol.edu.ec/,1.4.3,afw4f7,Text has minimum contrast,13,div.invisible > ul.py-3 > li.group/item > a.relative,no,,,,R02,2026-09-08,,"No es un caracter visible: la regla no aplica. Texto oculto visualmente, de tamano cero o desplazado fuera de pantalla.",sin CMP detectada
95,ecuador,USECIPOL,https://usecipol.edu.ec/,1.4.3,afw4f7,Text has minimum contrast,14,div.mx-auto > nav.hidden > div.group > button.relative,no,,,,R02,2026-09-08,,"No es un caracter visible: la regla no aplica. Texto oculto visualmente, de tamano cero o desplazado fuera de pantalla.",sin CMP detectada
95,ecuador,USECIPOL,https://usecipol.edu.ec/,1.4.3,afw4f7,Text has minimum contrast,15,div.invisible > ul.py-3 > li.group/item > a.relative,no,,,,R02,2026-09-08,,"No es un caracter visible: la regla no aplica. Texto oculto visualmente, de tamano cero o desplazado fuera de pantalla.",sin CMP detectada
95,ecuador,USECIPOL,https://usecipol.edu.ec/,1.4.3,afw4f7,Text has minimum contrast,16,div.mx-auto > nav.hidden > div.group > button.relative,no,,,,R02,2026-09-08,,"No es un caracter visible: la regla no aplica. Texto oculto visualmente, de tamano cero o desplazado fuera de pantalla.",sin CMP detectada
95,ecuador,USECIPOL,https://usecipol.edu.ec/,1.4.3,afw4f7,Text has minimum contrast,17,div.invisible > ul.py-3 > li.group/item > a.relative,no,,,,R02,2026-09-08,,"No es un caracter visible: la regla no aplica. Texto oculto visualmente, de tamano cero o desplazado fuera de pantalla.",sin CMP detectada
95,ecuador,USECIPOL,https://usecipol.edu.ec/,1.4.3,afw4f7,Text has minimum contrast,18,div.mx-auto > nav.hidden > div.group > button.relative,no,,,,R02,2026-09-08,,"No es un caracter visible: la regla no aplica. Texto oculto visualmente, de tamano cero o desplazado fuera de pantalla.",sin CMP detectada
