id,group,abbr,url,criterion,act_rule,rule_name,element_n,selector_or_description,applicable,outcome,measured_value,programmatic_context,evaluator_code,date,capture,notes,dialog_state
102,ecuador,ULVR,https://www.ulvr.edu.ec/,1.4.3,afw4f7,Text has minimum contrast,1,div.mm-panel > ul.m-menu > li.menu-item > span.kingster-mm-menu-blank,no,,,,R04,2026-09-09,,"No es un caracter visible: la regla no aplica. Texto oculto visualmente, de tamano cero o desplazado fuera de pantalla.",sin CMP detectada
102,ecuador,ULVR,https://www.ulvr.edu.ec/,1.4.3,afw4f7,Text has minimum contrast,2,div.mm-panel > ul.m-menu > li.menu-item > span.kingster-mm-menu-blank,no,,,,R04,2026-09-09,,"No es un caracter visible: la regla no aplica. Texto oculto visualmente, de tamano cero o desplazado fuera de pantalla.",sin CMP detectada
102,ecuador,ULVR,https://www.ulvr.edu.ec/,1.4.3,afw4f7,Text has minimum contrast,3,div.mm-panel > ul.m-menu > li.menu-item > span.kingster-mm-menu-blank,no,,,,R04,2026-09-09,,"No es un caracter visible: la regla no aplica. Texto oculto visualmente, de tamano cero o desplazado fuera de pantalla.",sin CMP detectada
102,ecuador,ULVR,https://www.ulvr.edu.ec/,1.4.3,afw4f7,Text has minimum contrast,4,div.mm-panel > ul.m-menu > li.menu-item > span.kingster-mm-menu-blank,no,,,,R04,2026-09-09,,"No es un caracter visible: la regla no aplica. Texto oculto visualmente, de tamano cero o desplazado fuera de pantalla.",sin CMP detectada
102,ecuador,ULVR,https://www.ulvr.edu.ec/,1.4.3,afw4f7,Text has minimum contrast,5,div.mm-panel > ul.m-menu > li.menu-item > span.kingster-mm-menu-blank,no,,,,R04,2026-09-09,,"No es un caracter visible: la regla no aplica. Texto oculto visualmente, de tamano cero o desplazado fuera de pantalla.",sin CMP detectada
102,ecuador,ULVR,https://www.ulvr.edu.ec/,1.4.3,afw4f7,Text has minimum contrast,6,div.mm-panel > ul.m-menu > li.menu-item > a,no,,,,R04,2026-09-09,,"No es un caracter visible: la regla no aplica. Texto oculto visualmente, de tamano cero o desplazado fuera de pantalla.",sin CMP detectada
102,ecuador,ULVR,https://www.ulvr.edu.ec/,1.4.3,afw4f7,Text has minimum contrast,7,div.mm-panel > ul.m-menu > li.menu-item > a,no,,,,R04,2026-09-09,,"No es un caracter visible: la regla no aplica. Texto oculto visualmente, de tamano cero o desplazado fuera de pantalla.",sin CMP detectada
102,ecuador,ULVR,https://www.ulvr.edu.ec/,1.4.3,afw4f7,Text has minimum contrast,8,div.mm-panels > div.mm-panel > div.mm-navbar > a.mm-title,no,,,,R04,2026-09-09,,"No es un caracter visible: la regla no aplica. Texto oculto visualmente, de tamano cero o desplazado fuera de pantalla.",sin CMP detectada
102,ecuador,ULVR,https://www.ulvr.edu.ec/,1.4.3,afw4f7,Text has minimum contrast,9,div.mm-panel > ul.sub-menu > li.menu-item > a,no,,,,R04,2026-09-09,,"No es un caracter visible: la regla no aplica. Texto oculto visualmente, de tamano cero o desplazado fuera de pantalla.",sin CMP detectada
102,ecuador,ULVR,https://www.ulvr.edu.ec/,1.4.3,afw4f7,Text has minimum contrast,10,div.mm-panel > ul.sub-menu > li.menu-item > a,no,,,,R04,2026-09-09,,"No es un caracter visible: la regla no aplica. Texto oculto visualmente, de tamano cero o desplazado fuera de pantalla.",sin CMP detectada
102,ecuador,ULVR,https://www.ulvr.edu.ec/,1.4.3,afw4f7,Text has minimum contrast,11,div.mm-panel > ul.sub-menu > li.menu-item > a,no,,,,R04,2026-09-09,,"No es un caracter visible: la regla no aplica. Texto oculto visualmente, de tamano cero o desplazado fuera de pantalla.",sin CMP detectada
102,ecuador,ULVR,https://www.ulvr.edu.ec/,1.4.3,afw4f7,Text has minimum contrast,12,div.mm-panel > ul.sub-menu > li.menu-item > a,no,,,,R04,2026-09-09,,"No es un caracter visible: la regla no aplica. Texto oculto visualmente, de tamano cero o desplazado fuera de pantalla.",sin CMP detectada
102,ecuador,ULVR,https://www.ulvr.edu.ec/,1.4.3,afw4f7,Text has minimum contrast,13,div.mm-panels > div.mm-panel > div.mm-navbar > a.mm-title,no,,,,R04,2026-09-09,,"No es un caracter visible: la regla no aplica. Texto oculto visualmente, de tamano cero o desplazado fuera de pantalla.",sin CMP detectada
102,ecuador,ULVR,https://www.ulvr.edu.ec/,1.4.3,afw4f7,Text has minimum contrast,14,div.mm-panel > ul.sub-menu > li.menu-item > a,no,,,,R04,2026-09-09,,"No es un caracter visible: la regla no aplica. Texto oculto visualmente, de tamano cero o desplazado fuera de pantalla.",sin CMP detectada
102,ecuador,ULVR,https://www.ulvr.edu.ec/,1.4.3,afw4f7,Text has minimum contrast,15,div.mm-panel > ul.sub-menu > li.menu-item > a,no,,,,R04,2026-09-09,,"No es un caracter visible: la regla no aplica. Texto oculto visualmente, de tamano cero o desplazado fuera de pantalla.",sin CMP detectada
102,ecuador,ULVR,https://www.ulvr.edu.ec/,1.4.3,afw4f7,Text has minimum contrast,16,div.mm-panel > ul.sub-menu > li.menu-item > a,no,,,,R04,2026-09-09,,"No es un caracter visible: la regla no aplica. Texto oculto visualmente, de tamano cero o desplazado fuera de pantalla.",sin CMP detectada
102,ecuador,ULVR,https://www.ulvr.edu.ec/,1.4.3,afw4f7,Text has minimum contrast,17,div.mm-panels > div.mm-panel > div.mm-navbar > a.mm-title,no,,,,R04,2026-09-09,,"No es un caracter visible: la regla no aplica. Texto oculto visualmente, de tamano cero o desplazado fuera de pantalla.",sin CMP detectada
102,ecuador,ULVR,https://www.ulvr.edu.ec/,1.4.3,afw4f7,Text has minimum contrast,18,div.mm-panel > ul.sub-menu > li.menu-item > span.kingster-mm-menu-blank,no,,,,R04,2026-09-09,,"No es un caracter visible: la regla no aplica. Texto oculto visualmente, de tamano cero o desplazado fuera de pantalla.",sin CMP detectada
102,ecuador,ULVR,https://www.ulvr.edu.ec/,1.4.3,afw4f7,Text has minimum contrast,19,div.mm-panel > ul.sub-menu > li.menu-item > a,no,,,,R04,2026-09-09,,"No es un caracter visible: la regla no aplica. Texto oculto visualmente, de tamano cero o desplazado fuera de pantalla.",sin CMP detectada
102,ecuador,ULVR,https://www.ulvr.edu.ec/,1.4.3,afw4f7,Text has minimum contrast,20,div.mm-panel > ul.sub-menu > li.menu-item > a,no,,,,R04,2026-09-09,,"No es un caracter visible: la regla no aplica. Texto oculto visualmente, de tamano cero o desplazado fuera de pantalla.",sin CMP detectada
102,ecuador,ULVR,https://www.ulvr.edu.ec/,1.4.3,afw4f7,Text has minimum contrast,21,div.mm-panel > ul.sub-menu > li.menu-item > a,no,,,,R04,2026-09-09,,"No es un caracter visible: la regla no aplica. Texto oculto visualmente, de tamano cero o desplazado fuera de pantalla.",sin CMP detectada
102,ecuador,ULVR,https://www.ulvr.edu.ec/,1.4.3,afw4f7,Text has minimum contrast,22,div.mm-panel > ul.sub-menu > li.menu-item > a,no,,,,R04,2026-09-09,,"No es un caracter visible: la regla no aplica. Texto oculto visualmente, de tamano cero o desplazado fuera de pantalla.",sin CMP detectada
